epoch,loss,mse,val_loss,val_mse
77,0.0013418789021670818,0.0013418797170743346,0.0014062839327380061,0.001406284631229937
78,0.001339201582595706,0.001339202281087637,0.0014147170586511493,0.0014147164765745401
79,0.0013368050567805767,0.0013368063373491168,0.001412313198670745,0.0014123120345175266
80,0.0013355591800063848,0.0013355605769902468,0.001411913544870913,0.001411913544870913
81,0.001333537045866251,0.00133353506680578,0.0014184550382196903,0.0014184549218043685
82,0.0013313028030097485,0.001331302453763783,0.0014122901484370232,0.0014122896827757359
83,0.0013298392295837402,0.0013298379490152001,0.0014068774180486798,0.0014068776508793235
84,0.0013272403739392757,0.001327241538092494,0.0014055584324523807,0.0014055590145289898
85,0.0013255461817607284,0.001325544435530901,0.0013993998290970922,0.001399399247020483
86,0.001323768519796431,0.001323769218288362,0.0013961964286863804,0.0013961957301944494
87,0.0013216654770076275,0.0013216652441769838,0.0014006105484440923,0.0014006112469360232
88,0.0013200528919696808,0.0013200559187680483,0.0013991128653287888,0.0013991129817441106
89,0.001318474067375064,0.001318476046435535,0.00140379776712507,0.0014037981163710356
90,0.001316545531153679,0.0013165450654923916,0.0013847463997080922,0.0013847467489540577
91,0.0013148111756891012,0.0013148096622899175,0.0013979343930259347,0.001397934160195291
92,0.0013127644779160619,0.0013127661077305675,0.0013942141085863113,0.0013942139921709895
93,0.0013113438617438078,0.001311344327405095,0.0013940315693616867,0.001394031336531043
94,0.0013094197493046522,0.001309419283643365,0.0013969950377941132,0.001396994455717504
95,0.0013083231169730425,0.0013083239318802953,0.0013899510959163308,0.0013899507466703653
96,0.001306785037741065,0.0013067863183096051,0.0013896356103941798,0.0013896349119022489
97,0.0013058225158602,0.0013058228651061654,0.001397395390085876,0.0013973957393318415
98,0.0013040830381214619,0.0013040821067988873,0.0013906555250287056,0.0013906557578593493
99,0.0013017028104513884,0.0013017035089433193,0.0013894420117139816,0.0013894425937905908
